,gap_id,is_fixed,percent_identity,query_start,query_end,query_length,query_alignment_length,target_start,target_end,target_length,target_alignment_length,total_bases_compared,mismatches,matches,total_length
1158,7324572_652-1712,0,1.0,243.0,339.0,585,96,0.0,96.0,96,96,96,0,96,96
1159,7492973_12363-13407,0,1.0,235.0,353.0,592,118,0.0,118.0,118,118,118,0,118,118
1160,7406427_2761-3863,0,1.0,243.0,314.0,547,71,71.0,0.0,72,71,71,0,71,71
1161,7506745_4181-5208,0,0.0,,,0,0,,,0,0,0,0,0,0
1162,7480767_6940-7985,0,1.0,235.0,290.0,539,55,0.0,55.0,56,55,55,0,55,55
1163,7305634_774-1824,0,0.0,,,0,0,,,0,0,0,0,0,0
1164,7268295_7389-8470,0,1.0,401.0,469.0,519,68,68.0,0.0,68,68,68,0,68,68
1165,7505282_8650-9730,0,0.9890000000000001,213.0,304.0,485,91,0.0,91.0,91,91,91,1,90,91
1166,7482873_28102-29152,0,1.0,221.0,328.0,559,107,107.0,0.0,107,107,107,0,107,107
1167,7469071_4411-5518,0,1.0,239.0,313.0,558,74,1.0,75.0,75,74,74,0,74,74
1168,7500275_7238-8288,0,0.9754,233.0,355.0,737,122,5.0,127.0,127,122,122,3,119,122
1169,7491823_14596-15658,0,1.0,18.0,148.0,391,130,0.0,130.0,130,130,130,0,130,130
1170,7479111_10120-11145,0,0.0,,,0,0,,,0,0,0,0,0,0
1171,7268818_13137-14379,0,1.0,243.0,441.0,680,198,198.0,0.0,198,198,198,0,198,198
1172,7261771_20465-21535,0,0.9831,189.0,248.0,606,59,59.0,0.0,59,59,59,1,58,59
1173,7426431_3172-4198,0,1.0,223.0,304.0,545,81,0.0,81.0,81,81,81,0,81,81
1174,7412139_8642-9707,0,1.0,62.0,117.0,356,55,0.0,55.0,55,55,55,0,55,55
1175,7399493_4200-5233,0,1.0,234.0,319.0,524,85,85.0,0.0,86,85,85,0,85,85
1176,7257742_4375-5523,0,0.9939,238.0,403.0,540,165,0.0,165.0,165,165,165,1,164,165
1177,7295326_240-1281,0,0.8301999999999999,192.0,245.0,641,53,53.0,0.0,53,53,53,9,44,53
1178,7436934_20289-21389,0,0.9767,201.0,287.0,536,86,0.0,86.0,87,86,86,2,84,86
1179,7458257_4955-6009,0,1.0,243.0,275.0,565,32,32.0,0.0,33,32,32,0,32,32
1180,7506758_1374-2404,0,0.0,,,0,0,,,0,0,0,0,0,0
1181,7319660_813-1861,0,0.0,,,0,0,,,0,0,0,0,0,0
1182,7345591_2299-3321,0,1.0,230.0,262.0,380,32,32.0,0.0,32,32,32,0,32,32
1183,7503437_1334-2386,0,1.0,228.0,266.0,500,38,0.0,38.0,38,38,38,0,38,38
1184,7428075_10978-12000,0,0.0,,,0,0,,,0,0,0,0,0,0
1185,7489716_10024-11046,0,1.0,186.0,235.0,600,49,0.0,49.0,49,49,49,0,49,49
1186,7401759_18976-20048,0,0.8865999999999999,321.0,426.0,797,105,2.0,99.0,108,97,97,11,86,105
1187,7413010_18248-19317,0,0.8641,33.0,136.0,355,103,13.0,118.0,118,105,103,14,89,105
1188,7506529_12535-13631,0,1.0,200.0,302.0,546,102,0.0,102.0,103,102,102,0,102,102
1189,7469185_5740-6829,0,1.0,239.0,289.0,409,50,1.0,51.0,51,50,50,0,50,50
1190,7484878_39708-40744,0,1.0,205.0,281.0,525,76,78.0,2.0,78,76,76,0,76,76
1191,7488400_12621-13726,0,0.7917000000000001,176.0,320.0,457,144,0.0,145.0,145,145,144,30,114,145
1192,7349240_216-1259,0,1.0,230.0,294.0,537,64,64.0,0.0,64,64,64,0,64,64
1193,7474830_4858-5977,0,1.0,284.0,405.0,653,121,121.0,0.0,121,121,121,0,121,121
1194,7425878_8023-9084,0,1.0,175.0,318.0,461,143,0.0,143.0,143,143,143,0,143,143
1195,7465386_198-1222,0,0.0,,,0,0,,,0,0,0,0,0,0
1196,7453608_10386-11407,0,0.0,,,0,0,,,0,0,0,0,0,0
1197,7490419_23039-24115,0,1.0,233.0,297.0,552,64,1.0,65.0,65,64,64,0,64,64
1198,7490471_6962-8012,0,1.0,218.0,272.0,512,54,54.0,0.0,54,54,54,0,54,54
1199,7472997_35620-36660,0,1.0,227.0,301.0,526,74,0.0,74.0,74,74,74,0,74,74
1200,7419651_4704-5787,0,1.0,244.0,304.0,550,60,61.0,1.0,61,60,60,0,60,60
1201,7389867_2836-3885,0,0.8332999999999999,237.0,315.0,549,78,78.0,0.0,78,78,78,13,65,78
1202,7253241_5719-6740,0,0.9643,82.0,110.0,344,28,30.0,2.0,30,28,28,1,27,28
1203,7465327_4165-5208,0,1.0,238.0,292.0,595,54,54.0,0.0,55,54,54,0,54,54
1204,7492088_11139-12189,0,0.0,,,0,0,,,0,0,0,0,0,0
1205,7494123_17139-18189,0,0.0,,,0,0,,,0,0,0,0,0,0
